lab4.cpp
lab4.err
lab4.out
lab4.sh
t v x
x=0.5
6.04 -0.652602 -0.00170057
6.042 -0.651491 -0.00300577
6.044 -0.649977 -0.00430876
6.046 -0.648056 -0.00560871
6.048 -0.645724 -0.00690482
6.05 -0.642977 -0.00819627
6.052 -0.639812 -0.00948223
6.054 -0.636227 -0.0107619
6.056 -0.632218 -0.0120343
6.058 -0.627783 -0.0132987
6.06 -0.622921 -0.0145543
6.062 -0.61763 -0.0158002
6.064 -0.611909 -0.0170354
6.066 -0.605757 -0.0182592
6.068 -0.599173 -0.0194707
6.07 -0.592159 -0.0206691
6.072 -0.584714 -0.0218534
6.074 -0.576841 -0.0230228
6.076 -0.568539 -0.0241765
6.078 -0.559812 -0.0253136
6.08 -0.550661 -0.0264332
6.082 -0.541091 -0.0275345
6.084 -0.531104 -0.0286167
6.086 -0.520705 -0.0296789
6.088 -0.509898 -0.0307203
6.09 -0.498688 -0.0317401
6.092 -0.487082 -0.0327375
6.094 -0.475084 -0.0337117
6.096 -0.462703 -0.0346618
6.098 -0.449946 -0.0355873
6.1 -0.436819 -0.0364871
6.102 -0.423333 -0.0373608
6.104 -0.409495 -0.0382074
6.106 -0.395315 -0.0390264
6.108 -0.380803 -0.0398171
6.11 -0.365971 -0.0405787
6.112 -0.350827 -0.0413106
6.114 -0.335385 -0.0420123
6.116 -0.319657 -0.042683
6.118 -0.303654 -0.0433224
6.12 -0.287389 -0.0439297
6.122 -0.270877 -0.0445044
6.124 -0.25413 -0.0450462
6.126 -0.237164 -0.0455545
6.128 -0.219991 -0.0460288
6.13 -0.202628 -0.0464688
6.132 -0.18509 -0.046874
6.134 -0.167391 -0.0472442
6.136 -0.149549 -0.047579
6.138 -0.131578 -0.0478781
6.14 -0.113495 -0.0481412
6.142 -0.095317 -0.0483682
6.144 -0.0770601 -0.0485589
6.146 -0.0587411 -0.048713
6.148 -0.040377 -0.0488305
6.15 -0.0219845 -0.0489112
6.152 -0.00358073 -0.0489552
6.154 0.0148174 -0.0489623
6.156 0.0331928 -0.0489327
6.158 0.0515287 -0.0488663
6.16 0.0698082 -0.0487633
6.162 0.0880146 -0.0486237
6.164 0.106131 -0.0484476
6.166 0.124142 -0.0482354
6.168 0.14203 -0.0479871
6.17 0.15978 -0.047703
6.172 0.177376 -0.0473835
6.174 0.194802 -0.0470287
6.176 0.212044 -0.0466391
6.178 0.229086 -0.046215
6.18 0.245914 -0.0457568
6.182 0.262514 -0.045265
6.184 0.278872 -0.04474
6.186 0.294975 -0.0441822
6.188 0.310811 -0.0435923
6.19 0.326366 -0.0429707
6.192 0.341628 -0.0423179
6.194 0.356588 -0.0416347
6.196 0.371232 -0.0409215
6.198 0.385551 -0.040179
6.2 0.399535 -0.0394079
6.202 0.413175 -0.0386089
6.204 0.426461 -0.0377825
6.206 0.439385 -0.0369296
6.208 0.45194 -0.0360508
6.21 0.464118 -0.0351469
6.212 0.475912 -0.0342187
6.214 0.487316 -0.0332669
6.216 0.498324 -0.0322923
6.218 0.508932 -0.0312956
6.22 0.519134 -0.0302777
6.222 0.528926 -0.0292395
6.224 0.538306 -0.0281816
6.226 0.547269 -0.027105
6.228 0.555813 -0.0260105
6.23 0.563936 -0.0248988
6.232 0.571637 -0.023771
6.234 0.578913 -0.0226277
6.236 0.585766 -0.0214699
6.238 0.592193 -0.0202983
6.24 0.598197 -0.019114
6.242 0.603776 -0.0179176
6.244 0.608932 -0.01671
6.246 0.613667 -0.0154921
6.248 0.617982 -0.0142648
6.25 0.621879 -0.0130289
6.252 0.625361 -0.0117851
6.254 0.628431 -0.0105344
6.256 0.631091 -0.00927751
6.258 0.633346 -0.00801533
6.26 0.635198 -0.00674863
6.262 0.636652 -0.00547824
6.264 0.637712 -0.00420493
6.266 0.638382 -0.00292951
6.268 0.638667 -0.00165275
6.27 0.638572 -0.000375412
6.272 0.638103 0.000901733
6.274 0.637263 0.00217794
6.276 0.636059 0.00345246
6.278 0.634495 0.00472458
6.28 0.632579 0.00599357
6.282 0.630315 0.00725873
6.284 0.62771 0.00851936
6.286 0.624769 0.00977478
6.288 0.621498 0.0110243
6.29 0.617905 0.0122673
6.292 0.613994 0.0135031
6.294 0.609772 0.0147311
6.296 0.605246 0.0159507
6.298 0.600422 0.0171611
6.3 0.595306 0.018362
6.302 0.589905 0.0195526
6.304 0.584224 0.0207324
6.306 0.578271 0.0219009
6.308 0.572052 0.0230574
6.31 0.565573 0.0242015
6.312 0.558841 0.0253327
6.314 0.551862 0.0264503
6.316 0.544641 0.0275541
6.318 0.537186 0.0286433
6.32 0.529503 0.0297177
6.322 0.521597 0.0307767
6.324 0.513475 0.0318199
6.326 0.505143 0.0328469
6.328 0.496608 0.0338572
6.33 0.487874 0.0348504
6.332 0.478947 0.0358261
6.334 0.469834 0.036784
6.336 0.460541 0.0377237
6.338 0.451073 0.0386448
6.34 0.441435 0.0395469
6.342 0.431633 0.0404298
6.344 0.421673 0.041293
6.346 0.411559 0.0421364
6.348 0.401298 0.0429595
6.35 0.390895 0.0437621
6.352 0.380354 0.0445439
6.354 0.369681 0.0453046
6.356 0.358881 0.046044
6.358 0.347959 0.0467617
6.36 0.336919 0.0474576
6.362 0.325767 0.0481315
6.364 0.314507 0.048783
6.366 0.303143 0.049412
6.368 0.291682 0.0500183
6.37 0.280126 0.0506017
6.372 0.268481 0.0511619
6.374 0.256752 0.0516989
6.376 0.244941 0.0522124
6.378 0.233054 0.0527023
6.38 0.221096 0.0531684
6.382 0.209069 0.0536106
6.384 0.196979 0.0540287
6.386 0.18483 0.0544227
6.388 0.172625 0.0547923
6.39 0.160369 0.0551376
6.392 0.148065 0.0554583
6.394 0.135718 0.0557545
6.396 0.123332 0.0560259
6.398 0.11091 0.0562726
6.4 0.0984565 0.0564944
6.402 0.0859753 0.0566913
6.404 0.0734701 0.0568632
6.406 0.0609448 0.0570102
6.408 0.0484033 0.0571321
6.41 0.0358492 0.0572289
6.412 0.0232863 0.0573006
6.414 0.0107185 0.0573471
6.416 -0.00185053 0.0573686
6.418 -0.014417 0.0573649
6.42 -0.0269772 0.057336
6.422 -0.0395273 0.0572821
6.424 -0.0520635 0.057203
6.426 -0.0645821 0.0570989
6.428 -0.0770792 0.0569697
6.43 -0.0895511 0.0568156
6.432 -0.101994 0.0566365
6.434 -0.114404 0.0564325
6.436 -0.126777 0.0562037
6.438 -0.139109 0.0559501
6.44 -0.151396 0.0556719
6.442 -0.163635 0.0553691
6.444 -0.175822 0.0550419
6.446 -0.187951 0.0546902
6.448 -0.20002 0.0543143
6.45 -0.212024 0.0539143
6.452 -0.223959 0.0534902
6.454 -0.235821 0.0530423
6.456 -0.247605 0.0525707
6.458 -0.259307 0.0520755
6.46 -0.270923 0.0515568
6.462 -0.282448 0.051015
6.464 -0.293879 0.0504501
6.466 -0.305209 0.0498623
6.468 -0.316436 0.0492519
6.47 -0.327553 0.048619
6.472 -0.338557 0.0479639
6.474 -0.349442 0.0472868
6.476 -0.360204 0.0465879
6.478 -0.370838 0.0458675
6.48 -0.381339 0.0451259
6.482 -0.391701 0.0443632
6.484 -0.40192 0.0435798
6.486 -0.411991 0.0427759
6.488 -0.421907 0.041952
6.49 -0.431665 0.0411081
6.492 -0.441258 0.0402448
6.494 -0.45068 0.0393623
6.496 -0.459927 0.0384609
6.498 -0.468994 0.0375411
6.5 -0.477873 0.0366031
6.502 -0.486559 0.0356473
6.504 -0.495048 0.0346742
6.506 -0.503332 0.0336841
6.508 -0.511406 0.0326775
6.51 -0.519264 0.0316547
6.512 -0.5269 0.0306161
6.514 -0.534308 0.0295623
6.516 -0.541482 0.0284937
6.518 -0.548416 0.0274107
6.52 -0.555104 0.0263139
6.522 -0.561539 0.0252037
6.524 -0.567715 0.0240806
6.526 -0.573627 0.0229452
6.528 -0.579268 0.0217979
6.53 -0.584631 0.0206394
6.532 -0.589711 0.0194701
6.534 -0.594501 0.0182907
6.536 -0.598996 0.0171017
6.538 -0.603189 0.0159037
6.54 -0.607074 0.0146974
6.542 -0.610646 0.0134832
6.544 -0.613897 0.0122619
6.546 -0.616823 0.0110341
6.548 -0.619417 0.00980047
6.55 -0.621674 0.00856164
6.552 -0.623589 0.00731829
6.554 -0.625155 0.00607111
6.556 -0.626368 0.0048208
6.558 -0.627222 0.00356807
6.56 -0.627713 0.00231362
6.562 -0.627835 0.0010582
6.564 -0.627583 -0.000197473
6.566 -0.626954 -0.00145264
6.568 -0.625943 -0.00270655
6.57 -0.624546 -0.00395843
6.572 -0.622759 -0.00520753
6.574 -0.620579 -0.00645305
6.576 -0.618003 -0.0076942
6.578 -0.615027 -0.00893021
6.58 -0.611648 -0.0101603
6.582 -0.607865 -0.0113836
6.584 -0.603676 -0.0125993
6.586 -0.599078 -0.0138066
6.588 -0.594071 -0.0150048
6.59 -0.588653 -0.0161929
6.592 -0.582824 -0.0173702
6.594 -0.576584 -0.0185359
6.596 -0.569932 -0.0196891
6.598 -0.562871 -0.0208289
6.6 -0.5554 -0.0219547
6.602 -0.547521 -0.0230655
6.604 -0.539237 -0.0241605
6.606 -0.530549 -0.025239
6.608 -0.521461 -0.0263001
6.61 -0.511976 -0.027343
6.612 -0.502098 -0.028367
6.614 -0.491831 -0.0293711
6.616 -0.481181 -0.0303548
6.618 -0.470152 -0.0313172
6.62 -0.458751 -0.0322575
6.622 -0.446984 -0.033175
6.624 -0.434857 -0.0340689
6.626 -0.422379 -0.0349387
6.628 -0.409557 -0.0357834
6.63 -0.3964 -0.0366025
6.632 -0.382916 -0.0373953
6.634 -0.369116 -0.0381612
6.636 -0.355008 -0.0388994
6.638 -0.340603 -0.0396094
6.64 -0.325912 -0.0402906
6.642 -0.310946 -0.0409424
6.644 -0.295718 -0.0415643
6.646 -0.280238 -0.0421558
6.648 -0.26452 -0.0427162
6.65 -0.248576 -0.0432453
6.652 -0.23242 -0.0437424
6.654 -0.216065 -0.0442073
6.656 -0.199526 -0.0446394
6.658 -0.182816 -0.0450385
6.66 -0.16595 -0.0454041
6.662 -0.148943 -0.045736
6.664 -0.13181 -0.0460339
6.666 -0.114566 -0.0462975
6.668 -0.0972264 -0.0465266
6.67 -0.0798074 -0.0467211
6.672 -0.0623243 -0.0468807
6.674 -0.044793 -0.0470053
6.676 -0.0272294 -0.0470949
6.678 -0.00964951 -0.0471494
6.68 0.00793069 -0.0471687
6.682 0.0254952 -0.0471528
6.684 0.0430282 -0.0471018
6.686 0.0605136 -0.0470158
6.688 0.0779358 -0.0468948
6.69 0.095279 -0.0467389
6.692 0.112528 -0.0465483
6.694 0.129667 -0.0463233
6.696 0.14668 -0.0460639
6.698 0.163554 -0.0457706
6.7 0.180274 -0.0454435
6.702 0.196824 -0.0450829
6.704 0.213191 -0.0446893
6.706 0.229361 -0.0442629
6.708 0.245321 -0.0438042
6.71 0.261058 -0.0433135
6.712 0.276558 -0.0427914
6.714 0.291809 -0.0422383
6.716 0.3068 -0.0416547
6.718 0.32152 -0.0410411
6.72 0.335956 -0.040398
6.722 0.350098 -0.0397261
6.724 0.363936 -0.0390259
6.726 0.377462 -0.038298
6.728 0.390664 -0.0375431
6.73 0.403535 -0.0367618
6.732 0.416066 -0.0359547
6.734 0.42825 -0.0351226
6.736 0.440079 -0.0342661
6.738 0.451547 -0.0333859
6.74 0.462647 -0.0324828
6.742 0.473374 -0.0315576
6.744 0.483722 -0.0306108
6.746 0.493687 -0.0296434
6.748 0.503264 -0.028656
6.75 0.51245 -0.0276495
6.752 0.521241 -0.0266246
6.754 0.529635 -0.0255821
6.756 0.537628 -0.0245228
6.758 0.54522 -0.0234476
6.76 0.552409 -0.0223571
6.762 0.559193 -0.0212523
6.764 0.565573 -0.0201339
6.766 0.571547 -0.0190028
6.768 0.577116 -0.0178597
6.77 0.582281 -0.0167054
6.772 0.587043 -0.0155409
6.774 0.591402 -0.0143668
6.776 0.595361 -0.013184
6.778 0.598922 -0.0119933
6.78 0.602087 -0.0107954
6.782 0.604858 -0.00959124
6.784 0.607239 -0.00838153
6.786 0.609232 -0.00716705
6.788 0.610842 -0.00594858
6.79 0.612072 -0.0047269
6.792 0.612925 -0.00350276
6.794 0.613406 -0.00227691
6.796 0.61352 -0.00105009
6.798 0.613271 0.000176946
6.8 0.612663 0.00140349
6.802 0.611702 0.00262881
6.804 0.610392 0.00385222
6.806 0.608739 0.005073
6.808 0.606749 0.00629048
6.81 0.604426 0.00750398
6.812 0.601776 0.00871283
6.814 0.598805 0.00991638
6.816 0.595519 0.011114
6.818 0.591923 0.012305
6.82 0.588023 0.0134889
6.822 0.583826 0.0146649
6.824 0.579337 0.0158326
6.826 0.574561 0.0169912
6.828 0.569506 0.0181404
6.83 0.564177 0.0192794
6.832 0.55858 0.0204077
6.834 0.552722 0.0215249
6.836 0.546608 0.0226303
6.838 0.540244 0.0237236
6.84 0.533637 0.024804
6.842 0.526793 0.0258713
6.844 0.519716 0.0269249
6.846 0.512414 0.0279643
6.848 0.504893 0.0289892
6.85 0.497157 0.029999
6.852 0.489213 0.0309933
6.854 0.481068 0.0319717
6.856 0.472725 0.0329338
6.858 0.464192 0.0338793
6.86 0.455474 0.0348077
6.862 0.446576 0.0357186
6.864 0.437504 0.0366118
6.866 0.428264 0.0374868
6.868 0.41886 0.0383433
6.87 0.409298 0.039181
6.872 0.399584 0.0399996
6.874 0.389722 0.0407988
6.876 0.379717 0.0415782
6.878 0.369576 0.0423377
6.88 0.359302 0.0430768
6.882 0.348901 0.0437954
6.884 0.338377 0.0444932
6.886 0.327736 0.04517
6.888 0.316982 0.0458254
6.89 0.30612 0.0464594
6.892 0.295154 0.0470717
6.894 0.28409 0.047662
6.896 0.27293 0.0482301
6.898 0.261681 0.048776
6.9 0.250347 0.0492994
6.902 0.238931 0.0498001
6.904 0.227438 0.0502779
6.906 0.215872 0.0507328
6.908 0.204238 0.0511645
6.91 0.19254 0.051573
6.912 0.180782 0.0519581
6.914 0.168967 0.0523197
6.916 0.157101 0.0526576
6.918 0.145187 0.0529718
6.92 0.133228 0.0532622
6.922 0.12123 0.0535286
6.924 0.109195 0.0537711
6.926 0.0971278 0.0539895
6.928 0.0850324 0.0541837
6.93 0.0729124 0.0543538
6.932 0.0607717 0.0544996
6.934 0.0486141 0.0546212
6.936 0.0364434 0.0547184
6.938 0.0242633 0.0547913
6.94 0.0120778 0.0548398
6.942 -0.000109495 0.054864
6.944 -0.0122947 0.0548637
6.946 -0.0244742 0.0548392
6.948 -0.036644 0.0547902
6.95 -0.0488004 0.0547169
6.952 -0.0609397 0.0546193
6.954 -0.0730579 0.0544974
6.956 -0.0851513 0.0543513
6.958 -0.097216 0.054181
6.96 -0.109248 0.0539866
6.962 -0.121244 0.0537681
6.964 -0.133199 0.0535256
6.966 -0.145111 0.0532592
6.968 -0.156974 0.052969
6.97 -0.168784 0.052655
6.972 -0.180539 0.0523175
6.974 -0.192233 0.0519564
6.976 -0.203863 0.0515719
6.978 -0.215424 0.0511642
6.98 -0.226912 0.0507333
6.982 -0.238324 0.0502795
6.984 -0.249654 0.0498029
6.986 -0.260899 0.0493036
6.988 -0.272053 0.0487818
6.99 -0.283114 0.0482377
6.992 -0.294075 0.0476714
6.994 -0.304933 0.0470833
6.996 -0.315683 0.0464734
6.998 -0.32632 0.0458421
7 -0.33684 0.0451894
7.002 -0.347238 0.0445157
7.004 -0.357509 0.0438213
7.006 -0.367648 0.0431062
7.008 -0.377651 0.0423709
7.01 -0.387511 0.0416156
7.012 -0.397225 0.0408406
7.014 -0.406787 0.0400462
7.016 -0.416191 0.0392326
7.018 -0.425434 0.0384002
7.02 -0.434508 0.0375493
7.022 -0.443409 0.0366803
7.024 -0.452132 0.0357935
7.026 -0.460671 0.0348892
7.028 -0.469021 0.0339679
7.03 -0.477175 0.0330299
7.032 -0.485129 0.0320755
7.034 -0.492877 0.0311052
7.036 -0.500412 0.0301195
7.038 -0.50773 0.0291187
7.04 -0.514824 0.0281032
7.042 -0.521689 0.0270736
7.044 -0.528319 0.0260302
7.046 -0.534707 0.0249735
7.048 -0.540849 0.0239041
7.05 -0.546739 0.0228224
7.052 -0.552369 0.021729
7.054 -0.557735 0.0206242
7.056 -0.562831 0.0195087
7.058 -0.567651 0.0183831
7.06 -0.572189 0.0172478
7.062 -0.576439 0.0161034
7.064 -0.580396 0.0149505
7.066 -0.584053 0.0137897
7.068 -0.587406 0.0126216
7.07 -0.590449 0.0114468
7.072 -0.593175 0.0102659
7.074 -0.595581 0.00907957
7.076 -0.59766 0.00788841
7.078 -0.599408 0.00669309
7.08 -0.600818 0.00549427
7.082 -0.601888 0.00429264
7.084 -0.602611 0.00308886
7.086 -0.602983 0.00188364
7.088 -0.602999 0.000677674
7.09 -0.602656 -0.000528324
7.092 -0.60195 -0.00173364
7.094 -0.600875 -0.00293754
7.096 -0.59943 -0.00413929
7.098 -0.59761 -0.00533815
7.1 -0.595412 -0.00653337
7.102 -0.592834 -0.00772419
7.104 -0.589873 -0.00890986
7.106 -0.586526 -0.0100896
7.108 -0.582792 -0.0112627
7.11 -0.578669 -0.0124282
7.112 -0.574155 -0.0135856
7.114 -0.56925 -0.0147339
7.116 -0.563952 -0.0158724
7.118 -0.558262 -0.0170003
7.12 -0.55218 -0.0181168
7.122 -0.545706 -0.0192212
7.124 -0.53884 -0.0203126
7.126 -0.531585 -0.0213903
7.128 -0.523942 -0.0224534
7.13 -0.515913 -0.0235013
7.132 -0.507501 -0.0245332
7.134 -0.498708 -0.0255482
7.136 -0.489539 -0.0265456
7.138 -0.479996 -0.0275246
7.14 -0.470085 -0.0284846
7.142 -0.45981 -0.0294248
7.144 -0.449177 -0.0303444
7.146 -0.438191 -0.0312428
7.148 -0.426858 -0.0321192
7.15 -0.415186 -0.0329729
7.152 -0.403181 -0.0338032
7.154 -0.390852 -0.0346096
7.156 -0.378206 -0.0353913
7.158 -0.365252 -0.0361477
7.16 -0.351998 -0.0368782
7.162 -0.338455 -0.0375822
7.164 -0.324632 -0.0382591
7.166 -0.31054 -0.0389084
7.168 -0.296189 -0.0395295
7.17 -0.281591 -0.0401219
7.172 -0.266756 -0.040685
7.174 -0.251697 -0.0412186
7.176 -0.236427 -0.041722
7.178 -0.220957 -0.0421948
7.18 -0.205301 -0.0426367
7.182 -0.189471 -0.0430473
7.184 -0.173482 -0.0434263
7.186 -0.157347 -0.0437732
7.188 -0.14108 -0.0440879
7.19 -0.124695 -0.0443701
7.192 -0.108207 -0.0446195
7.194 -0.0916306 -0.0448359
7.196 -0.0749798 -0.0450191
7.198 -0.0582698 -0.0451691
7.2 -0.0415155 -0.0452856
7.202 -0.024732 -0.0453687
7.204 -0.00793432 -0.0454181
7.206 0.00886254 -0.045434
7.208 0.0256435 -0.0454163
7.21 0.0423935 -0.045365
7.212 0.0590977 -0.0452802
7.214 0.0757411 -0.045162
7.216 0.092309 -0.0450105
7.218 0.108787 -0.0448259
7.22 0.12516 -0.0446083
7.222 0.141414 -0.044358
7.224 0.157535 -0.0440752
7.226 0.17351 -0.0437601
7.228 0.189324 -0.0434131
7.23 0.204964 -0.0430345
7.232 0.220418 -0.0426245
7.234 0.235672 -0.0421837
7.236 0.250714 -0.0417123
7.238 0.265533 -0.0412109
7.24 0.280116 -0.0406799
7.242 0.294452 -0.0401196
7.244 0.30853 -0.0395307
7.246 0.32234 -0.0389137
7.248 0.335872 -0.038269
7.25 0.349116 -0.0375972
7.252 0.362063 -0.036899
7.254 0.374703 -0.0361749
7.256 0.38703 -0.0354255
7.258 0.399034 -0.0346514
7.26 0.410709 -0.0338533
7.262 0.422047 -0.0330319
7.264 0.433042 -0.0321878
7.266 0.443689 -0.0313217
7.268 0.45398 -0.0304344
7.27 0.463912 -0.0295264
7.272 0.47348 -0.0285986
7.274 0.482679 -0.0276516
7.276 0.491506 -0.0266863
7.278 0.499958 -0.0257033
7.28 0.508031 -0.0247033
7.282 0.515723 -0.0236873
7.284 0.523033 -0.0226558
7.286 0.529959 -0.0216098
7.288 0.536499 -0.0205498
7.29 0.542653 -0.0194769
7.292 0.54842 -0.0183915
7.294 0.553801 -0.0172947
7.296 0.558796 -0.0161871
7.298 0.563405 -0.0150695
7.3 0.56763 -0.0139427
7.302 0.571472 -0.0128074
7.304 0.574932 -0.0116645
7.306 0.578014 -0.0105146
7.308 0.580719 -0.00935861
7.31 0.583049 -0.00819717
7.312 0.585008 -0.00703107
7.314 0.586599 -0.00586106
7.316 0.587825 -0.00468786
7.318 0.588689 -0.00351221
7.32 0.589196 -0.00233483
7.322 0.58935 -0.00115644
7.324 0.589154 2.22616e-05
7.326 0.588613 0.00120057
7.328 0.587731 0.00237779
7.33 0.586514 0.00355326
7.332 0.584966 0.00472629
7.334 0.583092 0.00589622
7.336 0.580897 0.0070624
7.338 0.578386 0.0082242
7.34 0.575565 0.00938097
7.342 0.572439 0.0105321
7.344 0.569013 0.011677
7.346 0.565293 0.012815
7.348 0.561284 0.0139456
7.35 0.556993 0.0150682
7.352 0.552424 0.0161821
7.354 0.547583 0.017287
7.356 0.542477 0.0183822
7.358 0.53711 0.0194671
7.36 0.531489 0.0205413
7.362 0.525619 0.0216043
7.364 0.519506 0.0226555
7.366 0.513156 0.0236946
7.368 0.506574 0.0247209
7.37 0.499767 0.025734
7.372 0.492739 0.0267336
7.374 0.485497 0.027719
7.376 0.478047 0.02869
7.378 0.470393 0.0296461
7.38 0.462541 0.0305869
7.382 0.454497 0.031512
7.384 0.446266 0.032421
7.386 0.437854 0.0333135
7.388 0.429266 0.0341892
7.39 0.420508 0.0350478
7.392 0.411584 0.0358888
7.394 0.4025 0.0367119
7.396 0.393261 0.0375169
7.398 0.383872 0.0383035
7.4 0.374338 0.0390712
7.402 0.364665 0.0398199
7.404 0.354857 0.0405492
7.406 0.344919 0.0412589
7.408 0.334855 0.0419488
7.41 0.324672 0.0426185
7.412 0.314372 0.0432678
7.414 0.303962 0.0438966
7.416 0.293445 0.0445045
7.418 0.282827 0.0450914
7.42 0.272111 0.045657
7.422 0.261302 0.0462012
7.424 0.250404 0.0467239
7.426 0.239423 0.0472247
7.428 0.228361 0.0477035
7.43 0.217224 0.0481602
7.432 0.206016 0.0485947
7.434 0.19474 0.0490067
7.436 0.183402 0.0493962
7.438 0.172004 0.049763
7.44 0.160551 0.050107
7.442 0.149048 0.0504281
7.444 0.137497 0.0507262
7.446 0.125904 0.0510012
7.448 0.114271 0.051253
7.45 0.102604 0.0514815
7.452 0.0909049 0.0516868
7.454 0.0791786 0.0518686
7.456 0.0674289 0.0520269
7.458 0.0556594 0.0521618
7.46 0.0438741 0.0522731
7.462 0.0320766 0.0523608
7.464 0.0202709 0.052425
7.466 0.0084607 0.0524655
7.468 -0.00335022 0.0524825
7.47 -0.015158 0.0524758
7.472 -0.026959 0.0524454
7.474 -0.0387493 0.0523915
7.476 -0.0505251 0.052314
7.478 -0.0622827 0.052213
7.48 -0.0740182 0.0520884
7.482 -0.0857278 0.0519404
7.484 -0.0974076 0.0517689
7.486 -0.109054 0.0515741
7.488 -0.120662 0.051356
7.49 -0.13223 0.0511147
7.492 -0.143752 0.0508502
7.494 -0.155224 0.0505627
7.496 -0.166643 0.0502523
7.498 -0.178005 0.049919
7.5 -0.189306 0.049563
7.502 -0.200541 0.0491844
7.504 -0.211706 0.0487833
7.506 -0.222798 0.0483599
7.508 -0.233812 0.0479143
7.51 -0.244743 0.0474466
7.512 -0.255588 0.0469571
7.514 -0.266342 0.046446
7.516 -0.277001 0.0459133
7.518 -0.28756 0.0453593
7.52 -0.298015 0.0447842
7.522 -0.308361 0.0441881
7.524 -0.318594 0.0435714
7.526 -0.328709 0.0429342
7.528 -0.338701 0.0422768
7.53 -0.348566 0.0415994
7.532 -0.358299 0.0409023
7.534 -0.367895 0.0401857
7.536 -0.377348 0.0394499
7.538 -0.386655 0.0386952
7.54 -0.39581 0.0379219
7.542 -0.404808 0.0371303
7.544 -0.413644 0.0363206
7.546 -0.422313 0.0354934
7.548 -0.430809 0.0346487
7.55 -0.439128 0.0337871
7.552 -0.447263 0.0329089
7.554 -0.455211 0.0320143
7.556 -0.462964 0.0311039
7.558 -0.470519 0.030178
7.56 -0.477869 0.0292369
7.562 -0.485009 0.0282812
7.564 -0.491933 0.0273112
7.566 -0.498636 0.0263273
7.568 -0.505113 0.0253301
7.57 -0.511357 0.0243198
7.572 -0.517364 0.0232971
7.574 -0.523128 0.0222624
7.576 -0.528642 0.0212161
7.578 -0.533902 0.0201588
7.58 -0.538902 0.019091
7.582 -0.543637 0.0180132
7.584 -0.548101 0.016926
7.586 -0.552288 0.0158298
7.588 -0.556193 0.0147252
7.59 -0.559811 0.0136128
7.592 -0.563137 0.0124932
7.594 -0.566164 0.0113669
7.596 -0.568889 0.0102346
7.598 -0.571306 0.00909679
7.6 -0.57341 0.00795418
7.602 -0.575196 0.00680736
7.604 -0.57666 0.00565697
7.606 -0.577796 0.00450365
7.608 -0.578601 0.00334806
7.61 -0.57907 0.00219085
7.612 -0.579199 0.00103272
7.614 -0.578983 -0.000125682
7.616 -0.57842 -0.00128365
7.618 -0.577505 -0.00244049
7.62 -0.576236 -0.0035955
7.622 -0.574608 -0.00474797
7.624 -0.57262 -0.00589719
7.626 -0.570268 -0.00704243
7.628 -0.56755 -0.00818296
7.63 -0.564464 -0.00931806
7.632 -0.561008 -0.010447
7.634 -0.55718 -0.011569
7.636 -0.552979 -0.0126834
7.638 -0.548405 -0.0137893
7.64 -0.543456 -0.0148861
7.642 -0.538133 -0.015973
7.644 -0.532435 -0.0170493
7.646 -0.526363 -0.0181142
7.648 -0.519917 -0.0191669
7.65 -0.5131 -0.0202067
7.652 -0.505912 -0.0212329
7.654 -0.498355 -0.0222448
7.656 -0.490433 -0.0232415
7.658 -0.482147 -0.0242223
7.66 -0.473501 -0.0251866
7.662 -0.464498 -0.0261336
7.664 -0.455144 -0.0270626
7.666 -0.445441 -0.0279729
7.668 -0.435396 -0.0288638
7.67 -0.425013 -0.0297346
7.672 -0.414299 -0.0305846
7.674 -0.403259 -0.0314132
7.676 -0.391901 -0.0322197
7.678 -0.380231 -0.0330035
7.68 -0.368257 -0.033764
7.682 -0.355987 -0.0345005
7.684 -0.343429 -0.0352125
7.686 -0.330593 -0.0358993
7.688 -0.317487 -0.0365605
7.69 -0.304122 -0.0371955
7.692 -0.290506 -0.0378037
7.694 -0.276651 -0.0383848
7.696 -0.262567 -0.0389381
7.698 -0.248266 -0.0394632
7.7 -0.233759 -0.0399597
7.702 -0.219057 -0.0404272
7.704 -0.204172 -0.0408654
7.706 -0.189118 -0.0412737
7.708 -0.173906 -0.0416519
7.71 -0.15855 -0.0419998
7.712 -0.143062 -0.0423169
7.714 -0.127456 -0.042603
7.716 -0.111746 -0.0428579
7.718 -0.0959446 -0.0430814
7.72 -0.0800661 -0.0432733
7.722 -0.0641245 -0.0434334
7.724 -0.0481336 -0.0435617
7.726 -0.0321078 -0.0436579
7.728 -0.016061 -0.0437221
7.73 -7.5407e-06 -0.0437543
7.732 0.0160384 -0.0437543
7.734 0.0320627 -0.0437222
7.736 0.0480512 -0.0436581
7.738 0.0639898 -0.043562
7.74 0.0798645 -0.043434
7.742 0.0956615 -0.0432743
7.744 0.111367 -0.0430829
7.746 0.126968 -0.0428602
7.748 0.14245 -0.0426063
7.75 0.1578 -0.0423214
7.752 0.173006 -0.0420058
7.754 0.188055 -0.0416598
7.756 0.202934 -0.0412836
7.758 0.217631 -0.0408778
7.76 0.232134 -0.0404425
7.762 0.246432 -0.0399782
7.764 0.260513 -0.0394854
7.766 0.274367 -0.0389644
7.768 0.287982 -0.0384156
7.77 0.301349 -0.0378397
7.772 0.314458 -0.037237
7.774 0.3273 -0.036608
7.776 0.339865 -0.0359534
7.778 0.352145 -0.0352737
7.78 0.364131 -0.0345694
