lab4.cpp
lab4.err
lab4.out
lab4.sh
t v x
x=0.5
9.068 -0.132821 -0.0190946
9.07 -0.126451 -0.0193602
9.072 -0.119994 -0.0196131
9.074 -0.113453 -0.0198531
9.076 -0.106832 -0.02008
9.078 -0.100137 -0.0202937
9.08 -0.0933728 -0.020494
9.082 -0.0865433 -0.0206807
9.084 -0.0796537 -0.0208538
9.086 -0.0727089 -0.0210131
9.088 -0.0657139 -0.0211585
9.09 -0.0586739 -0.02129
9.092 -0.0515938 -0.0214073
9.094 -0.0444788 -0.0215105
9.096 -0.0373342 -0.0215995
9.098 -0.0301651 -0.0216741
9.1 -0.0229767 -0.0217345
9.102 -0.0157743 -0.0217804
9.104 -0.00856311 -0.021812
9.106 -0.00134849 -0.0218291
9.108 0.00586432 -0.0218318
9.11 0.0130701 -0.0218201
9.112 0.0202635 -0.0217939
9.114 0.0274393 -0.0217534
9.116 0.0345923 -0.0216985
9.118 0.0417173 -0.0216293
9.12 0.0488091 -0.0215459
9.122 0.0558627 -0.0214483
9.124 0.0628729 -0.0213365
9.126 0.0698346 -0.0212108
9.128 0.0767431 -0.0210711
9.13 0.0835932 -0.0209176
9.132 0.0903802 -0.0207505
9.134 0.0970993 -0.0205697
9.136 0.103746 -0.0203755
9.138 0.110315 -0.020168
9.14 0.116803 -0.0199474
9.142 0.123204 -0.0197138
9.144 0.129515 -0.0194674
9.146 0.135731 -0.0192083
9.148 0.141848 -0.0189369
9.15 0.147862 -0.0186532
9.152 0.153769 -0.0183575
9.154 0.159565 -0.0180499
9.156 0.165247 -0.0177308
9.158 0.17081 -0.0174003
9.16 0.176253 -0.0170587
9.162 0.18157 -0.0167062
9.164 0.186759 -0.016343
9.166 0.191817 -0.0159695
9.168 0.196741 -0.0155859
9.17 0.201527 -0.0151924
9.172 0.206174 -0.0147893
9.174 0.210679 -0.014377
9.176 0.215039 -0.0139556
9.178 0.219251 -0.0135256
9.18 0.223315 -0.0130871
9.182 0.227227 -0.0126404
9.184 0.230986 -0.012186
9.186 0.23459 -0.011724
9.188 0.238037 -0.0112548
9.19 0.241326 -0.0107787
9.192 0.244456 -0.0102961
9.194 0.247425 -0.00980718
9.196 0.250232 -0.00931233
9.198 0.252876 -0.00881186
9.2 0.255357 -0.00830611
9.202 0.257673 -0.0077954
9.204 0.259824 -0.00728005
9.206 0.26181 -0.0067604
9.208 0.26363 -0.00623678
9.21 0.265283 -0.00570952
9.212 0.266771 -0.00517896
9.214 0.268092 -0.00464541
9.216 0.269248 -0.00410923
9.218 0.270237 -0.00357073
9.22 0.271061 -0.00303026
9.222 0.27172 -0.00248814
9.224 0.272214 -0.0019447
9.226 0.272545 -0.00140027
9.228 0.272712 -0.000855177
9.23 0.272718 -0.000309752
9.232 0.272561 0.000235683
9.234 0.272245 0.000780806
9.236 0.271769 0.0013253
9.238 0.271136 0.00186883
9.24 0.270345 0.00241111
9.242 0.2694 0.0029518
9.244 0.2683 0.0034906
9.246 0.267048 0.0040272
9.248 0.265646 0.00456129
9.25 0.264094 0.00509258
9.252 0.262395 0.00562077
9.254 0.26055 0.00614556
9.256 0.258562 0.00666666
9.258 0.256431 0.00718378
9.26 0.254161 0.00769665
9.262 0.251753 0.00820497
9.264 0.24921 0.00870848
9.266 0.246532 0.0092069
9.268 0.243723 0.00969996
9.27 0.240785 0.0101874
9.272 0.23772 0.010669
9.274 0.234531 0.0111444
9.276 0.231218 0.0116135
9.278 0.227786 0.0120759
9.28 0.224237 0.0125315
9.282 0.220572 0.01298
9.284 0.216794 0.0134211
9.286 0.212907 0.0138547
9.288 0.208911 0.0142805
9.29 0.204811 0.0146983
9.292 0.200608 0.015108
9.294 0.196305 0.0155092
9.296 0.191905 0.0159018
9.298 0.18741 0.0162856
9.3 0.182823 0.0166604
9.302 0.178147 0.0170261
9.304 0.173384 0.0173823
9.306 0.168537 0.0177291
9.308 0.163608 0.0180662
9.31 0.158601 0.0183934
9.312 0.153519 0.0187106
9.314 0.148363 0.0190176
9.316 0.143137 0.0193144
9.318 0.137843 0.0196006
9.32 0.132484 0.0198763
9.322 0.127064 0.0201413
9.324 0.121584 0.0203954
9.326 0.116047 0.0206386
9.328 0.110457 0.0208707
9.33 0.104816 0.0210916
9.332 0.0991271 0.0213012
9.334 0.0933927 0.0214995
9.336 0.0876159 0.0216863
9.338 0.0817993 0.0218615
9.34 0.0759459 0.0220251
9.342 0.0700583 0.022177
9.344 0.0641396 0.0223171
9.346 0.0581924 0.0224454
9.348 0.0522195 0.0225618
9.35 0.0462238 0.0226662
9.352 0.0402082 0.0227587
9.354 0.0341753 0.0228391
9.356 0.0281281 0.0229074
9.358 0.0220693 0.0229637
9.36 0.0160018 0.0230078
9.362 0.00992836 0.0230398
9.364 0.00385182 0.0230597
9.366 -0.00222502 0.0230674
9.368 -0.00829934 0.0230629
9.37 -0.0143683 0.0230463
9.372 -0.0204292 0.0230176
9.374 -0.026479 0.0229767
9.376 -0.0325151 0.0229238
9.378 -0.0385347 0.0228588
9.38 -0.0445348 0.0227817
9.382 -0.0505128 0.0226926
9.384 -0.0564658 0.0225916
9.386 -0.0623909 0.0224787
9.388 -0.0682855 0.0223539
9.39 -0.0741467 0.0222173
9.392 -0.0799717 0.022069
9.394 -0.0857578 0.0219091
9.396 -0.0915021 0.0217376
9.398 -0.0972018 0.0215545
9.4 -0.102854 0.0213601
9.402 -0.108457 0.0211544
9.404 -0.114006 0.0209375
9.406 -0.1195 0.0207095
9.408 -0.124935 0.0204705
9.41 -0.13031 0.0202206
9.412 -0.13562 0.01996
9.414 -0.140864 0.0196888
9.416 -0.146039 0.0194071
9.418 -0.151141 0.019115
9.42 -0.156169 0.0188127
9.422 -0.161119 0.0185004
9.424 -0.16599 0.0181781
9.426 -0.170777 0.0178461
9.428 -0.175479 0.0175046
9.43 -0.180093 0.0171536
9.432 -0.184616 0.0167934
9.434 -0.189046 0.0164242
9.436 -0.19338 0.0160461
9.438 -0.197616 0.0156594
9.44 -0.20175 0.0152641
9.442 -0.205782 0.0148606
9.444 -0.209707 0.0144491
9.446 -0.213523 0.0140296
9.448 -0.217229 0.0136026
9.45 -0.220822 0.0131681
9.452 -0.224298 0.0127265
9.454 -0.227657 0.0122779
9.456 -0.230896 0.0118226
9.458 -0.234011 0.0113608
9.46 -0.237002 0.0108928
9.462 -0.239866 0.0104188
9.464 -0.242601 0.00993903
9.466 -0.245205 0.00945383
9.468 -0.247675 0.00896342
9.47 -0.25001 0.00846807
9.472 -0.252207 0.00796805
9.474 -0.254266 0.00746363
9.476 -0.256183 0.0069551
9.478 -0.257958 0.00644274
9.48 -0.259588 0.00592682
9.482 -0.261072 0.00540765
9.484 -0.262408 0.0048855
9.486 -0.263595 0.00436069
9.488 -0.264631 0.0038335
9.49 -0.265515 0.00330423
9.492 -0.266246 0.0027732
9.494 -0.266822 0.00224071
9.496 -0.267242 0.00170707
9.498 -0.267506 0.00117259
9.5 -0.267612 0.000637574
9.502 -0.267559 0.00010235
9.504 -0.267347 -0.000432767
9.506 -0.266975 -0.000967461
9.508 -0.266442 -0.00150141
9.51 -0.265748 -0.00203429
9.512 -0.264892 -0.00256579
9.514 -0.263875 -0.00309557
9.516 -0.262696 -0.00362332
9.518 -0.261354 -0.00414871
9.52 -0.259851 -0.00467142
9.522 -0.258186 -0.00519113
9.524 -0.25636 -0.0057075
9.526 -0.254372 -0.00622022
9.528 -0.252223 -0.00672896
9.53 -0.249915 -0.00723341
9.532 -0.247447 -0.00773324
9.534 -0.244821 -0.00822813
9.536 -0.242038 -0.00871778
9.538 -0.239098 -0.00920185
9.54 -0.236004 -0.00968005
9.542 -0.232755 -0.0101521
9.544 -0.229355 -0.0106176
9.546 -0.225804 -0.0110763
9.548 -0.222105 -0.0115279
9.55 -0.218258 -0.0119721
9.552 -0.214267 -0.0124086
9.554 -0.210133 -0.0128371
9.556 -0.205859 -0.0132574
9.558 -0.201446 -0.0136691
9.56 -0.196899 -0.014072
9.562 -0.192218 -0.0144658
9.564 -0.187407 -0.0148503
9.566 -0.182469 -0.0152251
9.568 -0.177408 -0.01559
9.57 -0.172225 -0.0159448
9.572 -0.166924 -0.0162893
9.574 -0.161509 -0.0166231
9.576 -0.155983 -0.0169461
9.578 -0.15035 -0.0172581
9.58 -0.144613 -0.0175588
9.582 -0.138777 -0.017848
9.584 -0.132844 -0.0181256
9.586 -0.12682 -0.0183913
9.588 -0.120708 -0.0186449
9.59 -0.114512 -0.0188863
9.592 -0.108237 -0.0191154
9.594 -0.101887 -0.0193318
9.596 -0.0954665 -0.0195356
9.598 -0.0889799 -0.0197265
9.6 -0.082432 -0.0199045
9.602 -0.0758272 -0.0200694
9.604 -0.0691703 -0.020221
9.606 -0.0624661 -0.0203593
9.608 -0.0557193 -0.0204843
9.61 -0.0489348 -0.0205957
9.612 -0.0421175 -0.0206936
9.614 -0.0352724 -0.0207778
9.616 -0.0284043 -0.0208484
9.618 -0.0215182 -0.0209052
9.62 -0.0146192 -0.0209482
9.622 -0.00771228 -0.0209775
9.624 -0.000802381 -0.0209929
9.626 0.00610545 -0.0209945
9.628 0.0130062 -0.0209823
9.63 0.0198949 -0.0209563
9.632 0.0267665 -0.0209165
9.634 0.033616 -0.0208629
9.636 0.0404387 -0.0207957
9.638 0.0472294 -0.0207148
9.64 0.0539834 -0.0206204
9.642 0.0606958 -0.0205124
9.644 0.0673619 -0.020391
9.646 0.0739769 -0.0202563
9.648 0.0805361 -0.0201083
9.65 0.087035 -0.0199473
9.652 0.093469 -0.0197732
9.654 0.0998336 -0.0195863
9.656 0.106124 -0.0193866
9.658 0.112337 -0.0191743
9.66 0.118468 -0.0189497
9.662 0.124512 -0.0187127
9.664 0.130465 -0.0184637
9.666 0.136324 -0.0182028
9.668 0.142085 -0.0179301
9.67 0.147743 -0.017646
9.672 0.153296 -0.0173505
9.674 0.15874 -0.0170439
9.676 0.164071 -0.0167264
9.678 0.169285 -0.0163983
9.68 0.174381 -0.0160597
9.682 0.179354 -0.0157109
9.684 0.184202 -0.0153522
9.686 0.188922 -0.0149838
9.688 0.193511 -0.014606
9.69 0.197966 -0.0142189
9.692 0.202286 -0.013823
9.694 0.206467 -0.0134184
9.696 0.210508 -0.0130055
9.698 0.214406 -0.0125845
9.7 0.218159 -0.0121557
9.702 0.221766 -0.0117194
9.704 0.225225 -0.0112758
9.706 0.228534 -0.0108254
9.708 0.231692 -0.0103683
9.71 0.234697 -0.00990492
9.712 0.237549 -0.00943553
9.714 0.240246 -0.00896043
9.716 0.242786 -0.00847994
9.718 0.245171 -0.00799437
9.72 0.247397 -0.00750403
9.722 0.249466 -0.00700923
9.724 0.251376 -0.0065103
9.726 0.253127 -0.00600755
9.728 0.25472 -0.00550129
9.73 0.256153 -0.00499185
9.732 0.257426 -0.00447955
9.734 0.258541 -0.0039647
9.736 0.259496 -0.00344761
9.738 0.260292 -0.00292862
9.74 0.260931 -0.00240804
9.742 0.261411 -0.00188618
9.744 0.261734 -0.00136336
9.746 0.2619 -0.000839887
9.748 0.261911 -0.000316087
9.75 0.261766 0.000207735
9.752 0.261468 0.000731267
9.754 0.261016 0.0012542
9.756 0.260413 0.00177624
9.758 0.259659 0.00229706
9.76 0.258755 0.00281638
9.762 0.257704 0.00333389
9.764 0.256506 0.0038493
9.766 0.255163 0.00436231
9.768 0.253676 0.00487264
9.77 0.252047 0.00537999
9.772 0.250278 0.00588408
9.774 0.248371 0.00638464
9.776 0.246327 0.00688138
9.778 0.244148 0.00737403
9.78 0.241836 0.00786233
9.782 0.239394 0.008346
9.784 0.236822 0.00882479
9.786 0.234124 0.00929844
9.788 0.231301 0.00976668
9.79 0.228355 0.0102293
9.792 0.225289 0.010686
9.794 0.222105 0.0111366
9.796 0.218805 0.0115808
9.798 0.215392 0.0120184
9.8 0.211867 0.0124492
9.802 0.208233 0.0128729
9.804 0.204493 0.0132894
9.806 0.200649 0.0136984
9.808 0.196703 0.0140997
9.81 0.192658 0.0144931
9.812 0.188516 0.0148784
9.814 0.184281 0.0152554
9.816 0.179953 0.015624
9.818 0.175537 0.0159839
9.82 0.171034 0.016335
9.822 0.166447 0.016677
9.824 0.161779 0.0170099
9.826 0.157033 0.0173335
9.828 0.15221 0.0176475
9.83 0.147314 0.017952
9.832 0.142347 0.0182466
9.834 0.137312 0.0185313
9.836 0.132212 0.0188059
9.838 0.127049 0.0190703
9.84 0.121826 0.0193244
9.842 0.116545 0.0195681
9.844 0.11121 0.0198012
9.846 0.105823 0.0200236
9.848 0.100387 0.0202352
9.85 0.0949041 0.020436
9.852 0.0893776 0.0206258
9.854 0.0838099 0.0208046
9.856 0.078204 0.0209722
9.858 0.0725624 0.0211286
9.86 0.066888 0.0212737
9.862 0.0611834 0.0214075
9.864 0.0554514 0.0215299
9.866 0.0496947 0.0216408
9.868 0.0439161 0.0217402
9.87 0.0381184 0.021828
9.872 0.0323042 0.0219042
9.874 0.0264763 0.0219688
9.876 0.0206374 0.0220218
9.878 0.0147903 0.0220631
9.88 0.00893774 0.0220926
9.882 0.00308244 0.0221105
9.884 -0.00277284 0.0221167
9.886 -0.00862537 0.0221111
9.888 -0.0144724 0.0220939
9.89 -0.0203112 0.0220649
9.892 -0.0261391 0.0220243
9.894 -0.0319532 0.021972
9.896 -0.0377509 0.0219081
9.898 -0.0435295 0.0218326
9.9 -0.0492861 0.0217456
9.902 -0.0550181 0.021647
9.904 -0.0607228 0.021537
9.906 -0.0663973 0.0214155
9.908 -0.0720391 0.0212827
9.91 -0.0776454 0.0211387
9.912 -0.0832134 0.0209834
9.914 -0.0887405 0.0208169
9.916 -0.094224 0.0206395
9.918 -0.0996612 0.020451
9.92 -0.105049 0.0202517
9.922 -0.110386 0.0200416
9.924 -0.115668 0.0198208
9.926 -0.120893 0.0195895
9.928 -0.126058 0.0193477
9.93 -0.131161 0.0190956
9.932 -0.136199 0.0188333
9.934 -0.141169 0.0185609
9.936 -0.146069 0.0182785
9.938 -0.150896 0.0179864
9.94 -0.155647 0.0176846
9.942 -0.160321 0.0173733
9.944 -0.164914 0.0170527
9.946 -0.169423 0.0167228
9.948 -0.173847 0.016384
9.95 -0.178183 0.0160363
9.952 -0.182427 0.0156799
9.954 -0.186579 0.0153151
9.956 -0.190635 0.0149419
9.958 -0.194592 0.0145606
9.96 -0.19845 0.0141715
9.962 -0.202204 0.0137746
9.964 -0.205852 0.0133701
9.966 -0.209394 0.0129584
9.968 -0.212825 0.0125397
9.97 -0.216144 0.012114
9.972 -0.219348 0.0116817
9.974 -0.222436 0.011243
9.976 -0.225405 0.0107981
9.978 -0.228253 0.0103473
9.98 -0.230978 0.00989083
9.982 -0.233578 0.00942888
9.984 -0.236051 0.00896172
9.986 -0.238395 0.00848962
9.988 -0.240609 0.00801283
9.99 -0.242689 0.00753161
9.992 -0.244635 0.00704623
9.994 -0.246445 0.00655696
9.996 -0.248116 0.00606407
9.998 -0.249649 0.00556784
x=0.1
0 0 0.1
0.002 -0.0172196 0.1
0.004 -0.0344353 0.0999656
0.006 -0.0516446 0.0998967
0.008 -0.0688451 0.0997934
0.01 -0.0860341 0.0996557
0.012 -0.103209 0.0994836
0.014 -0.120367 0.0992772
0.016 -0.137507 0.0990365
0.018 -0.154624 0.0987615
0.02 -0.171717 0.0984522
0.022 -0.188782 0.0981088
0.024 -0.205817 0.0977312
0.026 -0.222819 0.0973196
0.028 -0.239785 0.096874
0.03 -0.256712 0.0963944
0.032 -0.273598 0.095881
0.034 -0.290438 0.0953338
0.036 -0.307229 0.0947529
0.038 -0.323969 0.0941384
0.04 -0.340654 0.0934905
0.042 -0.35728 0.0928092
0.044 -0.373844 0.0920946
0.046 -0.390341 0.0913469
0.048 -0.406769 0.0905663
0.05 -0.423124 0.0897527
0.052 -0.4394 0.0889065
0.054 -0.455594 0.0880277
0.056 -0.471701 0.0871165
0.058 -0.487718 0.0861731
0.06 -0.503639 0.0851977
0.062 -0.519459 0.0841904
0.064 -0.535173 0.0831515
0.066 -0.550777 0.0820811
0.068 -0.566265 0.0809796
0.07 -0.581632 0.079847
0.072 -0.596871 0.0786838
0.074 -0.611977 0.07749
0.076 -0.626944 0.0762661
0.078 -0.641765 0.0750122
0.08 -0.656434 0.0737286
0.082 -0.670944 0.0724158
0.084 -0.685289 0.0710739
0.086 -0.699461 0.0697033
0.088 -0.713453 0.0683044
0.09 -0.727257 0.0668775
0.092 -0.740865 0.065423
0.094 -0.75427 0.0639412
0.096 -0.767463 0.0624327
0.098 -0.780435 0.0608978
0.1 -0.793178 0.0593369
0.102 -0.805683 0.0577505
0.104 -0.81794 0.0561392
0.106 -0.82994 0.0545033
0.108 -0.841673 0.0528434
0.11 -0.853129 0.0511601
0.112 -0.864298 0.0494538
0.114 -0.87517 0.0477252
0.116 -0.885733 0.0459749
0.118 -0.895977 0.0442034
0.12 -0.905891 0.0424115
0.122 -0.915463 0.0405997
0.124 -0.924681 0.0387688
0.126 -0.933535 0.0369194
0.128 -0.942011 0.0350523
0.13 -0.950098 0.0331683
0.132 -0.957783 0.0312681
0.134 -0.965054 0.0293525
0.136 -0.971898 0.0274224
0.138 -0.978303 0.0254786
0.14 -0.984256 0.023522
0.142 -0.989743 0.0215535
0.144 -0.994752 0.019574
0.146 -0.999269 0.0175845
0.148 -1.00328 0.015586
0.15 -1.00678 0.0135794
0.152 -1.00974 0.0115659
0.154 -1.01216 0.00954638
0.156 -1.01403 0.00752206
0.158 -1.01532 0.005494
0.16 -1.01604 0.00346335
0.162 -1.01616 0.00143127
0.164 -1.01567 -0.000601042
0.166 -1.01456 -0.00263238
0.168 -1.01283 -0.00466151
0.17 -1.01045 -0.00668717
0.172 -1.00742 -0.00870807
0.174 -1.00373 -0.0107229
0.176 -0.999362 -0.0127304
0.178 -0.994313 -0.0147291
0.18 -0.988572 -0.0167177
0.182 -0.982131 -0.0186949
0.184 -0.974982 -0.0206591
0.186 -0.967118 -0.0226091
0.188 -0.958532 -0.0245433
0.19 -0.949219 -0.0264604
0.192 -0.939173 -0.0283588
0.194 -0.928392 -0.0302372
0.196 -0.916871 -0.032094
0.198 -0.90461 -0.0339277
0.2 -0.891605 -0.0357369
0.202 -0.877859 -0.0375201
0.204 -0.86337 -0.0392758
0.206 -0.848142 -0.0410026
0.208 -0.832178 -0.0426989
0.21 -0.815481 -0.0443632
0.212 -0.798058 -0.0459942
0.214 -0.779915 -0.0475903
0.216 -0.76106 -0.0491501
0.218 -0.741502 -0.0506723
0.22 -0.721252 -0.0521553
0.222 -0.700322 -0.0535978
0.224 -0.678724 -0.0549984
0.226 -0.656472 -0.0563559
0.228 -0.633583 -0.0576688
0.23 -0.610074 -0.058936
0.232 -0.585961 -0.0601561
0.234 -0.561266 -0.061328
0.236 -0.536007 -0.0624506
0.238 -0.510208 -0.0635226
0.24 -0.483891 -0.064543
0.242 -0.457081 -0.0655108
0.244 -0.429801 -0.0664249
0.246 -0.40208 -0.0672845
0.248 -0.373943 -0.0680887
0.25 -0.34542 -0.0688366
0.252 -0.316539 -0.0695274
0.254 -0.28733 -0.0701605
0.256 -0.257824 -0.0707352
0.258 -0.228052 -0.0712508
0.26 -0.198047 -0.0717069
0.262 -0.16784 -0.072103
0.264 -0.137466 -0.0724387
0.266 -0.106957 -0.0727136
0.268 -0.0763467 -0.0729275
0.27 -0.0456699 -0.0730802
0.272 -0.0149602 -0.0731716
0.274 0.015748 -0.0732015
0.276 0.0464206 -0.07317
0.278 0.0770236 -0.0730772
0.28 0.107523 -0.0729231
0.282 0.137886 -0.0727081
0.284 0.168078 -0.0724323
0.286 0.198067 -0.0720961
0.288 0.227821 -0.0717
0.29 0.257307 -0.0712444
0.292 0.286496 -0.0707297
0.294 0.315356 -0.0701568
0.296 0.343858 -0.069526
0.298 0.371974 -0.0688383
0.3 0.399675 -0.0680944
0.302 0.426936 -0.067295
0.304 0.453729 -0.0664412
0.306 0.480031 -0.0655337
0.308 0.505819 -0.0645736
0.31 0.531068 -0.063562
0.312 0.555759 -0.0624999
0.314 0.579871 -0.0613883
0.316 0.603386 -0.0602286
0.318 0.626285 -0.0590218
0.32 0.648553 -0.0577693
0.322 0.670174 -0.0564722
0.324 0.691135 -0.0551318
0.326 0.711423 -0.0537495
0.328 0.731026 -0.0523267
0.33 0.749935 -0.0508646
0.332 0.768142 -0.0493648
0.334 0.785637 -0.0478285
0.336 0.802415 -0.0462572
0.338 0.818472 -0.0446524
0.34 0.833802 -0.0430154
0.342 0.848402 -0.0413478
0.344 0.862272 -0.039651
0.346 0.87541 -0.0379265
0.348 0.887816 -0.0361757
0.35 0.899492 -0.0344
0.352 0.91044 -0.032601
0.354 0.920664 -0.0307802
0.356 0.930166 -0.0289388
0.358 0.938951 -0.0270785
0.36 0.947027 -0.0252006
0.362 0.954398 -0.0233065
0.364 0.961071 -0.0213978
0.366 0.967055 -0.0194756
0.368 0.972358 -0.0175415
0.37 0.976988 -0.0155968
0.372 0.980955 -0.0136428
0.374 0.984269 -0.0116809
0.376 0.986939 -0.00971236
0.378 0.988978 -0.00773848
0.38 0.990395 -0.00576053
0.382 0.991201 -0.00377974
0.384 0.99141 -0.00179733
0.386 0.991032 0.000185486
0.388 0.99008 0.00216755
0.39 0.988565 0.00414771
0.392 0.986501 0.00612484
0.394 0.9839 0.00809784
0.396 0.980774 0.0100656
0.398 0.977137 0.0120272
0.4 0.973 0.0139815
0.402 0.968376 0.0159275
0.404 0.963279 0.0178642
0.406 0.957721 0.0197908
0.408 0.951714 0.0217062
0.41 0.945271 0.0236096
0.412 0.938404 0.0255002
0.414 0.931126 0.027377
0.416 0.923449 0.0292392
0.418 0.915384 0.0310861
0.42 0.906944 0.0329169
0.422 0.898141 0.0347308
0.424 0.888985 0.0365271
0.426 0.879488 0.0383051
0.428 0.869661 0.040064
0.43 0.859516 0.0418034
0.432 0.849062 0.0435224
0.434 0.838311 0.0452205
0.436 0.827272 0.0468971
0.438 0.815955 0.0485517
0.44 0.804371 0.0501836
0.442 0.792529 0.0517923
0.444 0.780438 0.0533774
0.446 0.768108 0.0549383
0.448 0.755547 0.0564745
0.45 0.742763 0.0579856
0.452 0.729766 0.0594711
0.454 0.716564 0.0609306
0.456 0.703164 0.0623638
0.458 0.689574 0.0637701
0.46 0.675803 0.0651492
0.462 0.661856 0.0665008
0.464 0.647741 0.0678246
0.466 0.633466 0.06912
0.468 0.619036 0.070387
0.47 0.604459 0.071625
0.472 0.58974 0.072834
0.474 0.574885 0.0740134
0.476 0.559901 0.0751632
0.478 0.544794 0.076283
0.48 0.529568 0.0773726
0.482 0.514229 0.0784317
0.484 0.498783 0.0794602
0.486 0.483233 0.0804578
0.488 0.467587 0.0814242
0.49 0.451847 0.0823594
0.492 0.436019 0.0832631
0.494 0.420106 0.0841351
0.496 0.404114 0.0849753
0.498 0.388047 0.0857836
0.5 0.371908 0.0865597
0.502 0.355702 0.0873035
0.504 0.339433 0.0880149
0.506 0.323103 0.0886937
0.508 0.306717 0.08934
0.51 0.290278 0.0899534
0.512 0.273791 0.0905339
0.514 0.257257 0.0910815
0.516 0.24068 0.091596
0.518 0.224065 0.0920774
0.52 0.207412 0.0925255
0.522 0.190727 0.0929404
0.524 0.174012 0.0933218
0.526 0.157269 0.0936698
0.528 0.140502 0.0939844
0.53 0.123713 0.0942654
0.532 0.106906 0.0945128
0.534 0.0900829 0.0947266
0.536 0.0732467 0.0949068
0.538 0.0564003 0.0950533
0.54 0.0395462 0.0951661
0.542 0.0226872 0.0952452
0.544 0.00582606 0.0952905
0.546 -0.0110346 0.0953022
0.548 -0.0278921 0.0952801
0.55 -0.0447436 0.0952243
0.552 -0.0615866 0.0951348
0.554 -0.0784182 0.0950117
0.556 -0.0952357 0.0948548
0.558 -0.112036 0.0946644
0.56 -0.128817 0.0944403
0.562 -0.145576 0.0941827
0.564 -0.162309 0.0938915
0.566 -0.179014 0.0935669
0.568 -0.195687 0.0932089
0.57 -0.212326 0.0928175
0.572 -0.228928 0.0923928
0.574 -0.245489 0.091935
0.576 -0.262007 0.091444
0.578 -0.278477 0.09092
0.58 -0.294897 0.090363
0.582 -0.311263 0.0897732
0.584 -0.327572 0.0891507
0.586 -0.343819 0.0884956
0.588 -0.360001 0.0878079
0.59 -0.376115 0.0870879
0.592 -0.392156 0.0863357
0.594 -0.40812 0.0855514
0.596 -0.424004 0.0847351
0.598 -0.439802 0.0838871
0.6 -0.45551 0.0830075
0.602 -0.471123 0.0820965
0.604 -0.486638 0.0811543
0.606 -0.502048 0.080181
0.608 -0.517349 0.0791769
0.61 -0.532536 0.0781422
0.612 -0.547602 0.0770771
0.614 -0.562544 0.0759819
0.616 -0.577354 0.0748568
0.618 -0.592028 0.0737021
0.62 -0.606558 0.0725181
0.622 -0.620939 0.071305
0.624 -0.635164 0.0700631
0.626 -0.649227 0.0687927
0.628 -0.66312 0.0674943
0.63 -0.676836 0.0661681
0.632 -0.690369 0.0648144
0.634 -0.70371 0.0634336
0.636 -0.716852 0.0620262
0.638 -0.729788 0.0605925
0.64 -0.742508 0.0591329
0.642 -0.755004 0.0576479
0.644 -0.767268 0.0561379
0.646 -0.779292 0.0546034
0.648 -0.791065 0.0530448
0.65 -0.802579 0.0514627
0.652 -0.813825 0.0498575
0.654 -0.824792 0.0482299
0.656 -0.83547 0.0465803
0.658 -0.84585 0.0449093
0.66 -0.855921 0.0432176
0.662 -0.865673 0.0415058
0.664 -0.875095 0.0397744
0.666 -0.884176 0.0380243
0.668 -0.892905 0.0362559
0.67 -0.90127 0.0344701
0.672 -0.90926 0.0326676
0.674 -0.916864 0.030849
0.676 -0.924071 0.0290153
0.678 -0.930867 0.0271672
0.68 -0.937241 0.0253054
0.682 -0.943182 0.023431
0.684 -0.948676 0.0215446
0.686 -0.953712 0.0196472
0.688 -0.958278 0.0177398
0.69 -0.962362 0.0158233
0.692 -0.96595 0.0138985
0.694 -0.969032 0.0119666
0.696 -0.971594 0.0100286
0.698 -0.973626 0.00808538
0.7 -0.975114 0.00613813
0.702 -0.976048 0.0041879
0.704 -0.976416 0.0022358
0.706 -0.976205 0.000282971
0.708 -0.975406 -0.00166944
0.71 -0.974007 -0.00362025
0.712 -0.971998 -0.00556827
0.714 -0.969368 -0.00751226
0.716 -0.966108 -0.009451
0.718 -0.962208 -0.0113832
0.72 -0.957659 -0.0133076
0.722 -0.952453 -0.0152229
0.724 -0.946582 -0.0171279
0.726 -0.940039 -0.019021
0.728 -0.932816 -0.0209011
0.73 -0.924909 -0.0227667
0.732 -0.916311 -0.0246165
0.734 -0.907018 -0.0264492
0.736 -0.897026 -0.0282632
0.738 -0.886332 -0.0300572
0.74 -0.874935 -0.0318299
0.742 -0.862833 -0.0335798
0.744 -0.850025 -0.0353054
0.746 -0.836512 -0.0370055
0.748 -0.822297 -0.0386785
0.75 -0.807381 -0.0403231
0.752 -0.791769 -0.0419379
0.754 -0.775466 -0.0435214
0.756 -0.758477 -0.0450724
0.758 -0.740809 -0.0465893
0.76 -0.722472 -0.0480709
0.762 -0.703473 -0.0495159
0.764 -0.683825 -0.0509228
0.766 -0.663538 -0.0522905
0.768 -0.642626 -0.0536175
0.77 -0.621103 -0.0549028
0.772 -0.598984 -0.056145
0.774 -0.576285 -0.057343
0.776 -0.553025 -0.0584955
0.778 -0.529222 -0.0596016
0.78 -0.504896 -0.06066
0.782 -0.480068 -0.0616698
0.784 -0.45476 -0.06263
0.786 -0.428995 -0.0635395
0.788 -0.402798 -0.0643975
0.79 -0.376193 -0.0652031
0.792 -0.349206 -0.0659554
0.794 -0.321864 -0.0666539
0.796 -0.294195 -0.0672976
0.798 -0.266227 -0.067886
0.8 -0.237989 -0.0684184
